Wikipedia article ID,Book title,Author,Publication date,GenreId,genres
1413590,Simulacron-3,Daniel F. Galouye,1964,"['/m/06n90', '/m/014dfn']","['Science Fiction', 'Speculative fiction']"
1414541,Rakkety Tam,Brian Jacques,2004,"['/m/0dwly', '/m/01hmnh', '/m/014dfn', '/m/02xlf']","[""Children's literature"", 'Fantasy', 'Speculative fiction', 'Fiction']"
1414704,Deadhouse Gates,Steven Erikson,2000-09-01,"['/m/014dfn', '/m/01hmnh', '/m/02xlf']","['Speculative fiction', 'Fantasy', 'Fiction']"
1414731,Memories of Ice,Steven Erikson,2001-12-06,"['/m/014dfn', '/m/01hmnh', '/m/02xlf']","['Speculative fiction', 'Fantasy', 'Fiction']"
1414732,House of Chains,Steven Erikson,2002-12-02,"['/m/014dfn', '/m/01hmnh', '/m/02xlf']","['Speculative fiction', 'Fantasy', 'Fiction']"
1414736,Midnight Tides,Steven Erikson,2004-03-01,"['/m/014dfn', '/m/01hmnh', '/m/02xlf']","['Speculative fiction', 'Fantasy', 'Fiction']"
1414740,The Bonehunters,Steven Erikson,2006-03-01,"['/m/014dfn', '/m/01hmnh', '/m/02xlf']","['Speculative fiction', 'Fantasy', 'Fiction']"
1414746,Toll the Hounds,Steven Erikson,2008-06-30,"['/m/014dfn', '/m/01hmnh', '/m/05hgj']","['Speculative fiction', 'Fantasy', 'Novel']"
1415444,The Poison Belt,Arthur Conan Doyle,1913,"['/m/06n90', '/m/014dfn']","['Science Fiction', 'Speculative fiction']"
1419447,Bodily Harm,Margaret Atwood,1981,"['/m/014dfn', '/m/02xlf']","['Speculative fiction', 'Fiction']"
1419462,Lady Oracle,Margaret Atwood,1976,"['/m/014dfn', '/m/02xlf']","['Speculative fiction', 'Fiction']"
1419826,The Good Shepherd,C. S. Forester,1955,"['/m/02p0szs', '/m/02xlf', '/m/0hwxm']","['Historical fiction', 'Fiction', 'Historical novel']"
1420716,Brown on Resolution,C. S. Forester,1929,['/m/02xlf'],['Fiction']
1420750,One for the Morning Glory,John Barnes,1996-04,"['/m/014dfn', '/m/01hmnh']","['Speculative fiction', 'Fantasy']"
1420771,Stations of the Tide,Michael Swanwick,1991,"['/m/06n90', '/m/014dfn', '/m/05hgj']","['Science Fiction', 'Speculative fiction', 'Novel']"
1421363,The Blank Slate: The Modern Denial of Human Nature,Steven Pinker,2002,['/m/05h83'],['Non-fiction']
1421478,Death to the French,C. S. Forester,1932,"['/m/02xlf', '/m/0c3351', '/m/0hwxm']","['Fiction', 'Suspense', 'Historical novel']"
1422145,Tom Sawyer Abroad,Mark Twain,1894,"['/m/0dwly', '/m/0d6gr', '/m/05hgj', '/m/08sdrw', '/m/01hmnh', '/m/02xlf']","[""Children's literature"", 'Reference', 'Novel', 'Adventure novel', 'Fantasy', 'Fiction']"
1422446,War for the Oaks,Emma Bull,1987,"['/m/0dwly', '/m/01hmnh', '/m/014dfn', '/m/02xlf']","[""Children's literature"", 'Fantasy', 'Speculative fiction', 'Fiction']"
1422844,The Garden of Eden,Ernest Hemingway,1986,['/m/02xlf'],['Fiction']
1423977,Marabou Stork Nightmares,Irvine Welsh,1995,"['/m/014dfn', '/m/05hgj']","['Speculative fiction', 'Novel']"
1426168,The Word for World is Forest,Ursula K. Le Guin,1976,"['/m/06n90', '/m/0dwly', '/m/05hgj', '/m/014dfn', '/m/01hmnh', '/m/02xlf']","['Science Fiction', ""Children's literature"", 'Novel', 'Speculative fiction', 'Fantasy', 'Fiction']"
1426398,Darwinia,Robert Charles Wilson,1998,"['/m/0mz2', '/m/06n90', '/m/014dfn', '/m/05hgj']","['Alternate history', 'Science Fiction', 'Speculative fiction', 'Novel']"
1428718,Blood and Chocolate,Annette Curtis Klause,1997,"['/m/014dfn', '/m/01hmnh']","['Speculative fiction', 'Fantasy']"
1428881,Whisky Galore!,Compton Mackenzie,1947,"['/m/011ys5', '/m/01z4y']","['Farce', 'Comedy']"
1430043,The Loneliness of the Long Distance Runner,Alan Sillitoe,,,
1431297,The Bourne Legacy,Robert Ludlum,2004-06-22,['/m/06wkf'],['Spy fiction']
1432492,Journey to the East,Hermann Hesse,1932,"['/m/02xlf', '/m/05hgj']","['Fiction', 'Novel']"
1433541,True West,Sam Shepard,,,
1436078,Narcissus and Goldmund,Hermann Hesse,1930,['/m/02xlf'],['Fiction']
1437896,The Winds of War,Herman Wouk,1971-11-15,"['/m/098tmk', '/m/0dwly', '/m/02xlf']","['War novel', ""Children's literature"", 'Fiction']"
1440016,Hard-Boiled Wonderland and the End of the World,Haruki Murakami,1985,"['/m/014dfn', '/m/05hgj']","['Speculative fiction', 'Novel']"
1440034,The Wind-Up Bird Chronicle,Haruki Murakami,,"['/m/014dfn', '/m/02xlf', '/m/05hgj']","['Speculative fiction', 'Fiction', 'Novel']"
1441387,Memories of My Melancholy Whores,Gabriel García Márquez,2004,['/m/05hgj'],['Novel']
1441865,Maia,Richard Adams,1984,"['/m/06n90', '/m/014dfn', '/m/01hmnh', '/m/02xlf', '/m/01qxvh']","['Science Fiction', 'Speculative fiction', 'Fantasy', 'Fiction', 'Romance novel']"
1443090,The Pendragon Adventure,D.J. MacHale,,"['/m/01hmnh', '/m/06n90', '/m/03mfnf']","['Fantasy', 'Science Fiction', 'Young adult literature']"
1444112,Perceforest,,,,
1444797,Peter Simple,Frederick Marryat,,['/m/02xlf'],['Fiction']
1444990,Absolute Power,Ray Russell,1996-11-01,"['/m/01jfsb', '/m/0lsxr', '/m/014dfn', '/m/02xlf']","['Thriller', 'Crime Fiction', 'Speculative fiction', 'Fiction']"
1445000,The Original of Laura,Vladimir Vladimirovich Nabokov,,,
1446062,Shatterglass,Tamora Pierce,2003-03,"['/m/0dwly', '/m/01hmnh', '/m/014dfn', '/m/02xlf']","[""Children's literature"", 'Fantasy', 'Speculative fiction', 'Fiction']"
1446696,Nausea,Jean-Paul Sartre,,"['/m/0xdf', '/m/017fp', '/m/02xlf', '/m/037mh8']","['Autobiography', 'Biography', 'Fiction', 'Philosophy']"
1447103,"Abarat: Days of Magic, Nights of War",Clive Barker,2004,"['/m/01hmnh', '/m/014dfn', '/m/03mfnf']","['Fantasy', 'Speculative fiction', 'Young adult literature']"
1448336,Brigitta,,,,
1449439,Kidnapped,Robert Louis Stevenson,,"['/m/0dwly', '/m/02xlf', '/m/08sdrw', '/m/0hwxm']","[""Children's literature"", 'Fiction', 'Adventure novel', 'Historical novel']"
1449448,True at First Light,Ernest Hemingway,1999,['/m/02xlf'],['Fiction']
1451929,Airport,Arthur Hailey,1968,"['/m/02n4kr', '/m/02xlf', '/m/0c3351']","['Mystery', 'Fiction', 'Suspense']"
1453092,One Touch of Venus,S. J. Perelman,,,
1453348,The Death of Ivan Ilyich,Leo Tolstoy,1886,"['/m/02xlf', '/m/037mh8']","['Fiction', 'Philosophy']"
1454373,The 12.30 from Croydon,Freeman Wills Crofts,,['/m/02n4kr'],['Mystery']
1455148,The Facts in the Case of M. Valdemar,Edgar Allan Poe,1845-12,['/m/0c3351'],['Suspense']
1456993,Against the Fall of Night,Arthur C. Clarke,,"['/m/06n90', '/m/014dfn']","['Science Fiction', 'Speculative fiction']"
1461856,Jitterbug Perfume,Tom Robbins,,"['/m/014dfn', '/m/02xlf', '/m/05hgj']","['Speculative fiction', 'Fiction', 'Novel']"
1463682,Kitchen,Banana Yoshimoto,1988,['/m/02xlf'],['Fiction']
1463919,Death Wish,Brian Garfield,1972,"['/m/01jfsb', '/m/0lsxr', '/m/07s9rl0', '/m/02xlf']","['Thriller', 'Crime Fiction', 'Drama', 'Fiction']"
1464320,Peter Camenzind,Hermann Hesse,1904,"['/m/014dfn', '/m/02xlf', '/m/05hgj']","['Speculative fiction', 'Fiction', 'Novel']"
1466872,The High King,Lloyd Alexander,1968-06,"['/m/0dwly', '/m/01hmnh', '/m/014dfn', '/m/02xlf']","[""Children's literature"", 'Fantasy', 'Speculative fiction', 'Fiction']"
1466910,The Diary of a Young Girl,Anne Frank,1947,"['/m/0xdf', '/m/017fp', '/m/0dwly', '/m/03qfd']","['Autobiography', 'Biography', ""Children's literature"", 'High fantasy']"
1467647,Gathering Blue,Lois Lowry,2000,"['/m/06n90', '/m/0dwly', '/m/014dfn', '/m/03mfnf', '/m/0c082', '/m/02xlf', '/m/026ny']","['Science Fiction', ""Children's literature"", 'Speculative fiction', 'Young adult literature', 'Utopian and dystopian fiction', 'Fiction', 'Dystopia']"
1467684,Messenger,Lois Lowry,2004,"['/m/06n90', '/m/014dfn', '/m/0dwly', '/m/0c082']","['Science Fiction', 'Speculative fiction', ""Children's literature"", 'Utopian and dystopian fiction']"
1468572,The Man Who Counted,,,,
1469703,Boomeritis,Ken Wilber,,['/m/02xlf'],['Fiction']
1471009,Veronika Decides to Die,Paulo Coelho,1998,,
1472795,Attack Poodles and Other Media Mutants,James Wolcott,,,
1473293,Number 31328,,,,
1473548,The Songlines,Bruce Chatwin,1987,"['/m/014dsx', '/m/02xlf', '/m/05h83']","['Travel', 'Fiction', 'Non-fiction']"
1473552,In Watermelon Sugar,Richard Brautigan,1968-06-14,"['/m/0hc1z', '/m/014dfn', '/m/02xlf']","['Apocalyptic and post-apocalyptic fiction', 'Speculative fiction', 'Fiction']"
1473955,The Kraken Wakes,John Wyndham,,"['/m/06n90', '/m/014dfn', '/m/01hmnh']","['Science Fiction', 'Speculative fiction', 'Fantasy']"
1475010,Aristoi,Walter Jon Williams,1992,"['/m/06n90', '/m/014dfn']","['Science Fiction', 'Speculative fiction']"
1475691,The Prometheus Deception,Robert Ludlum,2000-10-31,"['/m/02n4kr', '/m/06wkf', '/m/02xlf', '/m/0c3351']","['Mystery', 'Spy fiction', 'Fiction', 'Suspense']"
1476205,Loamhedge,Brian Jacques,2003,"['/m/0dwly', '/m/01hmnh', '/m/014dfn', '/m/02xlf']","[""Children's literature"", 'Fantasy', 'Speculative fiction', 'Fiction']"
1476686,The Castle of Iron,Fletcher Pratt,1950,"['/m/014dfn', '/m/01hmnh']","['Speculative fiction', 'Fantasy']"
1478845,"Repent, Harlequin! Said the Ticktockman",Harlan Ellison,1965-12,['/m/02xlf'],['Fiction']
1478917,Esther: A Novel,,,,
1479510,Leave it to Psmith,P. G. Wodehouse,1923-11-30,"['/m/02n4kr', '/m/01z4y', '/m/02yq81', '/m/09kqc', '/m/0c3351', '/m/02xlf']","['Mystery', 'Comedy', 'Comic novel', 'Humour', 'Suspense', 'Fiction']"
1479599,Anne of Avonlea,Lucy Maud Montgomery,1909,['/m/0dwly'],"[""Children's literature""]"
1479607,Anne of the Island,Lucy Maud Montgomery,1915,"['/m/0dwly', '/m/03mfnf']","[""Children's literature"", 'Young adult literature']"
1479608,Anne's House of Dreams,Lucy Maud Montgomery,1917,"['/m/03mfnf', '/m/05hgj']","['Young adult literature', 'Novel']"
1479615,Anne of Windy Poplars,Lucy Maud Montgomery,1936,"['/m/02ql9', '/m/0dwly', '/m/03mfnf', '/m/02xlf']","['Epistolary novel', ""Children's literature"", 'Young adult literature', 'Fiction']"
1479620,Anne of Ingleside,Lucy Maud Montgomery,1939,['/m/05hgj'],['Novel']
1483304,The Napoleon of Notting Hill,G. K. Chesterton,1904,"['/m/014dfn', '/m/02xlf']","['Speculative fiction', 'Fiction']"
1483723,Chainfire,Terry Goodkind,2005-01-04,"['/m/06n90', '/m/014dfn', '/m/01hmnh', '/m/02xlf', '/m/03qfd']","['Science Fiction', 'Speculative fiction', 'Fantasy', 'Fiction', 'High fantasy']"
1484249,Aghwee the Sky Monster,Kenzaburō Ōe,1964,,
1484692,The Butter Battle Book,Dr. Seuss,1984,['/m/0dwly'],"[""Children's literature""]"
1484931,The Family: The Real Story of the Bush Dynasty,Kitty Kelley,2004-09-14,['/m/05h83'],['Non-fiction']
1488925,Nova,Samuel R. Delany,1968,"['/m/06n90', '/m/014dfn', '/m/02xlf']","['Science Fiction', 'Speculative fiction', 'Fiction']"
1489460,Cloud Nine,Caryl Churchill,,,
1490808,The Amber Room,Steve Berry,2003,"['/m/01jfsb', '/m/02n4kr', '/m/0lsxr', '/m/02xlf']","['Thriller', 'Mystery', 'Crime Fiction', 'Fiction']"
1491166,The World at the End of Time,Frederik Pohl,1990,"['/m/06n90', '/m/014dfn']","['Science Fiction', 'Speculative fiction']"
1491211,Doktor Faustus,Thomas Mann,1947,['/m/02xlf'],['Fiction']
1491312,The Stones Are Hatching,Geraldine McCaughrean,1999,"['/m/01hmnh', '/m/03mfnf']","['Fantasy', 'Young adult literature']"
1491349,Devil's Cub,Georgette Heyer,1932,['/m/01qxvh'],['Romance novel']
1493110,Secrets in the Fire,Henning Mankell,,"['/m/0dwly', '/m/03mfnf', '/m/02xlf']","[""Children's literature"", 'Young adult literature', 'Fiction']"
1493625,The Drought,J. G. Ballard,1964,"['/m/06n90', '/m/01hmnh', '/m/02xlf']","['Science Fiction', 'Fantasy', 'Fiction']"
1493811,Rough Draft,Sergey Lukyanenko,,"['/m/01hmnh', '/m/08sdrw']","['Fantasy', 'Adventure novel']"
1495019,Resurrection Blues,Arthur Miller,,,
1495657,Interstellar Pig,William Sleator,,"['/m/06n90', '/m/014dfn', '/m/0dwly', '/m/02xlf']","['Science Fiction', 'Speculative fiction', ""Children's literature"", 'Fiction']"
1495676,The Green Futures of Tycho,William Sleator,1981,"['/m/06n90', '/m/0dwly', '/m/014dfn', '/m/03mfnf', '/m/01hmnh', '/m/02xlf']","['Science Fiction', ""Children's literature"", 'Speculative fiction', 'Young adult literature', 'Fantasy', 'Fiction']"
1495784,Adrian Mole and the Weapons of Mass Destruction,Sue Townsend,2004-10-07,"['/m/03mfnf', '/m/02xlf']","['Young adult literature', 'Fiction']"
1496284,Make Way For Ducklings,Robert McCloskey,,"['/m/016475', '/m/0dwly', '/m/02xlf']","['Picture book', ""Children's literature"", 'Fiction']"
1496330,Toilers of the Sea,Victor Hugo,,"['/m/02xlf', '/m/05hgj']","['Fiction', 'Novel']"
1496334,The Man Who Laughs,Victor Hugo,,"['/m/02p0szs', '/m/02xlf', '/m/01qxvh', '/m/05hgj']","['Historical fiction', 'Fiction', 'Romance novel', 'Novel']"
1496339,Ninety-Three,Victor Hugo,1874,"['/m/02p0szs', '/m/02xlf']","['Historical fiction', 'Fiction']"
1496344,Le Dernier jour d'un condamné,Victor Hugo,1829,,
1496564,Along Came a Spider,Athena Alexis,1993,"['/m/01jfsb', '/m/0lsxr', '/m/014dfn', '/m/02n4kr', '/m/02xlf', '/m/0c3351']","['Thriller', 'Crime Fiction', 'Speculative fiction', 'Mystery', 'Fiction', 'Suspense']"
1497977,Les Enfants Terribles,Jean Cocteau,1929,"['/m/0dwly', '/m/02xlf']","[""Children's literature"", 'Fiction']"
1498012,The Alienist,Caleb Carr,1994-03-15,"['/m/0lsxr', '/m/014dfn', '/m/0hwxm']","['Crime Fiction', 'Speculative fiction', 'Historical novel']"
1500111,Zami: A New Spelling of My Name,Audre Lorde,1982,['/m/017fp'],['Biography']
1500123,Giovanni's Room,James Baldwin,1956,['/m/05hgj'],['Novel']
1500640,Coquette,Hannah Webster Foster,1797,,
1500979,The Rocking-Horse Winner,D. H. Lawrence,,,
1501468,Ten Men,Alexandra Gray,2005-01-13,['/m/05hgj'],['Novel']
1504603,Man of Two Worlds,Brian Herbert,1986,"['/m/06n90', '/m/014dfn']","['Science Fiction', 'Speculative fiction']"
1505455,Tower of Glass,Robert Silverberg,1970,"['/m/06n90', '/m/014dfn', '/m/05hgj']","['Science Fiction', 'Speculative fiction', 'Novel']"
1505514,Callahan's Lady,Spider Robinson,1989-05-01,"['/m/06n90', '/m/014dfn']","['Science Fiction', 'Speculative fiction']"
1506060,Cyrano de Bergerac,Edmond Rostand,,,
1507874,Rouse Up O Young Men of the New Age!,Kenzaburō Ōe,,,
1510010,Beggars Ride,Nancy Kress,1996,"['/m/06n90', '/m/014dfn', '/m/02xlf']","['Science Fiction', 'Speculative fiction', 'Fiction']"
1511593,Age of Iron,John Maxwell Coetzee,1990-10,['/m/05hgj'],['Novel']
1511594,The Broker,John Grisham,2005-01-11,"['/m/01jfsb', '/m/02n4kr', '/m/05hgj', '/m/02xlf', '/m/0c3351']","['Thriller', 'Mystery', 'Novel', 'Fiction', 'Suspense']"
1514300,Sphereland,Dionys Burger,1965,"['/m/06n90', '/m/06mq7']","['Science Fiction', 'Science']"
1514789,Mr. Midshipman Hornblower,C. S. Forester,1950,"['/m/02p0szs', '/m/02xlf', '/m/0hwxm']","['Historical fiction', 'Fiction', 'Historical novel']"
1514802,Lieutenant Hornblower,C. S. Forester,1952,"['/m/02p0szs', '/m/02xlf', '/m/0hwxm']","['Historical fiction', 'Fiction', 'Historical novel']"
1514834,Hornblower and the Hotspur,C. S. Forester,1962,"['/m/02p0szs', '/m/02xlf', '/m/0hwxm']","['Historical fiction', 'Fiction', 'Historical novel']"
1516234,Across the River and Into the Trees,Ernest Hemingway,1950,"['/m/02xlf', '/m/05hgj']","['Fiction', 'Novel']"
1516755,The Pigman,Paul Zindel,1968-10-12,"['/m/0dwly', '/m/03mfnf', '/m/02xlf', '/m/05hgj']","[""Children's literature"", 'Young adult literature', 'Fiction', 'Novel']"
1517290,Consider Her Ways,,,,
1517483,Ages in Chaos,Immanuel Velikovsky,,"['/m/04rjg', '/m/06mq7', '/m/06ms6']","['Mathematics', 'Science', 'Sociology']"
1519093,Inkheart,Cornelia Funke,2003-09-23,"['/m/014dfn', '/m/01hmnh', '/m/0dwly', '/m/01jym']","['Speculative fiction', 'Fantasy', ""Children's literature"", 'Bildungsroman']"
1519638,Death Is a Lonely Business,Ray Bradbury,1985-10,"['/m/02n4kr', '/m/014dfn']","['Mystery', 'Speculative fiction']"
1520227,Piece by Piece,Ann Powers,2005-02,,
1521145,Birthright: The Book of Man,Mike Resnick,,"['/m/06n90', '/m/014dfn']","['Science Fiction', 'Speculative fiction']"
1521962,Westward Ho!,,,['/m/0hwxm'],['Historical novel']
1524981,Because of Winn-Dixie,Kate DiCamillo,,"['/m/0dwly', '/m/03mfnf', '/m/02xlf']","[""Children's literature"", 'Young adult literature', 'Fiction']"
1526104,The Princess and the Goblin,George MacDonald,1872,"['/m/014dfn', '/m/01hmnh', '/m/0dwly']","['Speculative fiction', 'Fantasy', ""Children's literature""]"
1526245,Queen Zixi of Ix,L. Frank Baum,,"['/m/0dwly', '/m/01hmnh', '/m/014dfn', '/m/05hgj']","[""Children's literature"", 'Fantasy', 'Speculative fiction', 'Novel']"
1527269,The Sand Child,Tahar Ben Jelloun,1985,"['/m/05hgj', '/m/0127jb']","['Novel', 'Magic realism']"
1528733,"Blood Meridian, or the Evening Redness in the West",Cormac McCarthy,1985-02,"['/m/0hfjk', '/m/02xlf', '/m/0hwxm']","['Western', 'Fiction', 'Historical novel']"
1528753,All the Pretty Horses,Cormac McCarthy,1992-05,"['/m/0dwly', '/m/02xlf', '/m/05hgj']","[""Children's literature"", 'Fiction', 'Novel']"
1529524,The Titan,P. Schuyler Miller,1914,"['/m/09s1f', '/m/03rllnc', '/m/014dfn', '/m/02j62', '/m/02xlf', '/m/05hgj']","['Business', 'Inspirational', 'Speculative fiction', 'Economics', 'Fiction', 'Novel']"
1529600,In Desert and Wilderness,Henryk Sienkiewicz,1912,"['/m/03mfnf', '/m/02xlf']","['Young adult literature', 'Fiction']"
1529691,My Inventions: The Autobiography of Nikola Tesla,Ben Johnston,1919,['/m/0xdf'],['Autobiography']
1530229,Child of God,Cormac McCarthy,1974,"['/m/039vk', '/m/02xlf', '/m/05hgj']","['Gothic fiction', 'Fiction', 'Novel']"
1530311,Suttree,Cormac McCarthy,1979-05,"['/m/012jgz', '/m/02xlf']","['Autobiographical novel', 'Fiction']"
1530339,The Crossing,Cormac McCarthy,1994-06,['/m/02xlf'],['Fiction']
1530352,Cities of the Plain,Cormac McCarthy,1998-05-12,"['/m/025txgl', '/m/02xlf', '/m/05hgj']","['Western fiction', 'Fiction', 'Novel']"
1532150,Parthiban Kanavu,Kalki Krishnamurthy,2003-01,['/m/0hwxm'],['Historical novel']
1533471,The Garden of the Finzi-Continis,Giorgio Bassani,1962,"['/m/02p0szs', '/m/02xlf', '/m/0hwxm']","['Historical fiction', 'Fiction', 'Historical novel']"
1534171,Checkmate,,,,
1536637,The Summer Tree,Guy Gavriel Kay,1984,"['/m/06n90', '/m/014dfn', '/m/01hmnh']","['Science Fiction', 'Speculative fiction', 'Fantasy']"
1540184,Trouble with Lichen,John Wyndham,1960,"['/m/06n90', '/m/014dfn']","['Science Fiction', 'Speculative fiction']"
1540273,The Outward Urge,John Wyndham,1959,"['/m/06n90', '/m/014dfn']","['Science Fiction', 'Speculative fiction']"
1542308,Absolute Beginners,Colin MacInnes,1959,"['/m/02n4kr', '/m/05hgj', '/m/02xlf', '/m/0c3351']","['Mystery', 'Novel', 'Fiction', 'Suspense']"
1543812,Q-Squared,Peter David,1994-07,"['/m/06n90', '/m/014dfn']","['Science Fiction', 'Speculative fiction']"
1544083,Cloud Atlas,David Mitchell,2004,"['/m/01hmnh', '/m/02xlf', '/m/05hgj']","['Fantasy', 'Fiction', 'Novel']"
1544580,Lottie and Lisa,Erich Kästner,,['/m/0dwly'],"[""Children's literature""]"
1544627,Spartacus,Lewis Grassic Gibbon,,"['/m/017fp', '/m/02p0szs', '/m/02xlf']","['Biography', 'Historical fiction', 'Fiction']"
1546341,Naomi,,1947-11,['/m/05hgj'],['Novel']
1547906,Alton Locke,,,['/m/0blvpd'],['Industrial novel']
1548580,Paladin of Souls,Lois McMaster Bujold,2003-09-23,"['/m/014dfn', '/m/01hmnh']","['Speculative fiction', 'Fantasy']"
1548792,The Princess of Cleves,"Marie-Madeleine Pioche de la Vergne, comtesse de la Fayette",1678-03,,
1550022,Adam Bede,George Eliot,1859,"['/m/02xlf', '/m/0hwxm']","['Fiction', 'Historical novel']"
1550981,Nuns and Soldiers,Iris Murdoch,1980,"['/m/02xlf', '/m/05hgj']","['Fiction', 'Novel']"
1551247,Firewing,Kenneth Oppel,2002-04-18,"['/m/0dwly', '/m/01hmnh', '/m/014dfn', '/m/02xlf']","[""Children's literature"", 'Fantasy', 'Speculative fiction', 'Fiction']"
1551720,My Name Is Legion,A. N. Wilson,,['/m/02xlf'],['Fiction']
1552825,Splinter of the Mind's Eye,Alan Dean Foster,1978,['/m/06n90'],['Science Fiction']
1552926,The Living Corpse,Leo Tolstoy,1911,,
1553175,The Very Hungry Caterpillar,Eric Carle,1969-12-31,"['/m/016475', '/m/0dwly', '/m/02xlf']","['Picture book', ""Children's literature"", 'Fiction']"
1553425,Queen of the Demonweb Pits,,,['/m/06c9r'],['Role-playing game']
1553964,Terminal,Robin Cook,1993,"['/m/01jfsb', '/m/014dfn', '/m/05hgj']","['Thriller', 'Speculative fiction', 'Novel']"
1555495,Seize the Day,Saul Bellow,1956,['/m/02xlf'],['Fiction']
1555509,Summer Sisters,Judy Blume,1998,['/m/05hgj'],['Novel']
1556329,End Zone,Don DeLillo,1972-03,"['/m/014dfn', '/m/02xlf', '/m/05hgj']","['Speculative fiction', 'Fiction', 'Novel']"
1561318,Mike Nelson's Death Rat!,,,['/m/01z4y'],['Comedy']
1561692,The Final Unfinished Voyage of Jack Aubrey,Patrick O'Brian,2004,"['/m/02p0szs', '/m/02xlf', '/m/0hwxm']","['Historical fiction', 'Fiction', 'Historical novel']"
1562296,Mrs. Warren's Profession,George Bernard Shaw,,,
1563299,Confessions of a Crap Artist,Philip K. Dick,1975,"['/m/06n90', '/m/05hgj']","['Science Fiction', 'Novel']"
1564851,Join My Cult,James Curcio,2004-11,"['/m/06nbt', '/m/014dfn', '/m/05hgj']","['Satire', 'Speculative fiction', 'Novel']"
